SEQPRODUTO;DESCCOMPLETA;CODACESSO;QTDEMBALAGEM;NIVEL 0;NIVEL 1;NIVEL 2;NIVEL 3;NIVEL 4;NIVEL 5;NIVEL 6;NIVEL 7
256849;OLEO LUB MOBIL 500ML PROT 15W-40;7896636543263;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256851;GRAFITE AERO TECBRIL 300ML;7898307291015;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;OUTROS;OUTROS;OUTROS;OUTROS
256852;TAMPA TANQUE TANCLICK TC-1008;7893272000631;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
256854;TAMPA RADIADOR TANCLICK TC-5050;7893272000174;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
256855;FILTRO AR DONALDSON P821575;742330048962;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
256856;CALCA JEANS FEM CROCKER 48 C/MEDIO;01258387;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256857;GRAXA IPIRANGA 20KG IPIFLEX CHASSIS;7896587323129;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256858;FILTRO COMB MANN C/1 UNIDAD BFU 707;4011558040208;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO COMBUSTIVEL;FILTRO COMBUSTIVEL;FILTRO COMBUSTIVEL;FILTRO COMBUSTIVEL;FILTRO COMBUSTIVEL
256859;ESC DENT ORAL B L2/P1 COMPLETE 40 MACIA;7506339358247;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;HIGIENE BUCAL;ESCOVA DENTAL;TRADICIONAL;PACK;PACK
256860;CALCA JEANS FEM CROCKER 44 SKINNY;01258431;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256862;CALCA JEANS FEM CROCKER 40 SKINNY;01258455;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256863;FILTRO OLEO MWM 71185;7895825200369;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO
256864;OLEO LUB VORAX 1L SEMI SL 5W-30;7898166510227;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256865;CALCA JEANS FEM CROCKER 44 SKINNY;01258479;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256866;ESC DENT INF ORAL B C/1 MICKEY MACIA;3014260019723;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;MUNDO BEBE;HIGIENE BUCAL;ESCOVA DENTAL;ESCOVA DENTAL;ESCOVA DENTAL
256867;OLEO LUB SELENIA 1L K 15W 40 SN;7891414094401;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256868;CALCA JEANS FEM CROCKER 46 SKINNY;01258486;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256869;OLEO LUB SELENIA 1L PERF 5W-30 SL;7891414096672;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256870;OLEO LUB SELENIA 1L PERF 5W-30 SN;7891414275008;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256870;OLEO LUB SELENIA 1L PERF 5W-30 SN;7891414434979;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256870;OLEO LUB SELENIA 1L PERF 5W-30 SN;7891414276821;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256871;CALCA JEANS FEM CROCKER 42 CONFORT;01258523;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256872;FILTRO AR MANN C 16400;7893390201804;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
256874;CALCA JEANS FEM CROCKER 44 CONFORT;01258530;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256876;PALHETA BOSCH AERO FIT AF 14;4047025127035;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PALHETA;PALHETA
256877;CALCA JEANS FEM CROCKER 46 CONFORT;01258547;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256878;OLEO LUB SHELL 4L WBF 100 SAE 80W;7891226009310;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256879;PALHETA BOSCH AERO FIT AF 15;4047025127042;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PALHETA;PALHETA
256880;CALCA MOLETON FEM CROCKER 42 SKINNY;01258592;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256881;OLEO LUB MOBIL DELVAC 4L SINT 10W40;7896636544680;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256882;PALHETA BOSCH AERO TWIN AP 13M;4047025217200;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PALHETA;PALHETA
256883;CALCA MOLETON FEM CROCKER 44 SKINNY;01258608;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256884;OLEO TRANS MULTIGEROL 5L SAE140;7897170501931;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256885;PALHETA BOSCH AERO TWIN AP 22U;4047025127585;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PALHETA;PALHETA
256886;CALCA MOLETON FEM CROCKER 46 SKINNY;01258615;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256889;OLEO LUB FORT OIL 20L HIDRAULICO ISO 68 HL;7898914421225;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256890;CR DENT ORAL-B 70G PRO SAUDE;7506195132043;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;HIGIENE BUCAL;CREME DENTAL;REGULAR;UNITARIO;UNITARIO
256891;OLEO LUB LUBRIMOTORS 20L HIDRAULICO SAE 40 CF;7898418120167;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
256893;CALCA JEANS FEM CROCKER 40 SKINNY;01258639;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256894;EXTINTOR EXTANG 1KG ABC P35;7898919153022;1;GERAL;POSTO COMBUSTIVEL;EXTINTORES;EXTINTORES;EXTINTORES;EXTINTORES;EXTINTORES;EXTINTORES
256895;EXTINTOR EXTANG 1KG ABC P30;7898919153015;1;GERAL;POSTO COMBUSTIVEL;EXTINTORES;EXTINTORES;EXTINTORES;EXTINTORES;EXTINTORES;EXTINTORES
224943;LANTEJOULA MET GR 3G VD;7897933688060;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
224944;LANTEJOULA MET GR 3G VM;7897933688077;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
232503;LAPIS FABER FACIAL;7891360435525;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
253061;LATA COPA 10X20 ALEGRO MILY XADREZ;7894564087903;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
253059;LATA COPA ALEGRO CRANBERRY;7894564087842;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
256902;CONDIC DOVE 400ML OLEO NUTRICAO;7891150017337;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS COM O CABELO;POS SHAMPOO;CONDICIONADOR;TRADICIONAL;DE 301ML A 600ML
242191;LATA COPA ALEGRO GALINHA 87910;7894564087910;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
256904;CALCA JEANS FEM CROCKER 42 SKINNY;01258653;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256905;CALCA JEANS FEM CROCKER 44 SKINNY;01258660;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
233815;LATA COPA ALEGRO MILY;7894564087897;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
256907;CALCA JEANS FEM CROCKER 46 SKINNY;01258677;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
233809;LATA COPA ALLEGRO GALINHA LISTRAS;7894564087927;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
256909;CALCA JEANS MASC CROCKER 38 SKINNY;01258691;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256910;CALCA JEANS MASC CROCKER 42 SKINNY;01258721;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
253090;LATA COPA CRANBERRY MACARONS;7894564087835;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
256912;CALCA JEANS MASC CROCKER 44 SKINNY;01258738;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
235204;LATA COPA FLAVOUR ENJOY;7894564087873;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
256915;CALCA JEANS MASC CROCKER 46 SKINNY;01258745;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
235212;LATA COPA FLAVOUR GAIOLAS ENJOY;7894564087880;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
256917;CALCA JEANS MASC CROCKER 40 SKINNY;01258776;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256918;CALCA JEANS MASC CROCKER 42 SKINNY;01258783;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
222773;LATA COPA MEDIA ALLEGRO GALINHA;7894564071414;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
256920;CALCA JEANS MASC CROCKER 46 SKINNY;01258806;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
239870;LATA METAL FULL FIT 13X16CM CUPCAK;7893220182211;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
239869;LATA METAL FULL FIT 17X20CM CUPCAK;7893220182204;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
239871;LATA METAL FULL FIT 24X18CM LIVRO;7893220173370;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
256925;CALCA JEANS MASC CROCKER 40 SKINNY;01258837;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256926;CALCA JEANS MASC CROCKER 44 SKINNY;01258851;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
224428;LATA OLEO NEXT 500ML METALI 244/002;7891234005168;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
256928;CALCA JEANS MASC CROCKER 46 SKINNY;01258868;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256930;CALCA JEANS FEM CROCKER 40 SKINNY;01258899;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256932;CALCA JEANS FEM CROCKER 42 SKINNY;01258905;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256933;CALCA JEANS FEM CROCKER 44 SKINNY;01258912;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256934;CALCA JEANS FEM CROCKER 46 SKINNY;01258929;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256935;BATATA FRITA AMPM 100G CHURRASCO;7898945061018;1;GERAL;MERCEARIA;SECA DOCE;SALGADINHOS E SNACKS;BATATA CHIPS;NACIONAL;FRITA;ATE 200G
256936;CALCA JEANS FEM CROCKER 38 C/BAIXO;01258943;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256937;BATATA FRITA AMPM 100G ORIGINAL;7898945061025;1;GERAL;MERCEARIA;SECA DOCE;SALGADINHOS E SNACKS;BATATA CHIPS;NACIONAL;FRITA;ATE 200G
256938;CALCA JEANS FEM CROCKER 40 C/BAIXO;01258967;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256939;SUCO LIQ LT AMPM 335ML PESSEGO;7896186303188;1;GERAL;MERCEARIA;BEBIDAS;SUCO E AFINS;CONCENTRADO;ATE 999ML;ATE 999ML;ATE 999ML
256940;SUCO LIQ LT AMPM 335ML MANGA;7898906836853;1;GERAL;MERCEARIA;BEBIDAS;SUCO E AFINS;CONCENTRADO;ATE 999ML;ATE 999ML;ATE 999ML
256941;CALCA JEANS FEM CROCKER 42 C/BAIXO;01258974;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256942;SUCO LIQ LT AMPM 335ML UVA;7896186303171;1;GERAL;MERCEARIA;BEBIDAS;SUCO E AFINS;CONCENTRADO;ATE 999ML;ATE 999ML;ATE 999ML
256943;CALCA JEANS FEM CROCKER 44 C/BAIXO;01258981;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256944;CAST CAJU AMPM 50G TORRADA SALGADA;7898945060165;1;GERAL;MERCEARIA;SAUDAVEIS;GRAOS E FARINACEOS;GRAOS E SEMENTES;ORGANICO;ORGANICO;ORGANICO
256945;BATATA FRITA AMPM 50G TRADICIONAL OND;7898906836969;1;GERAL;MERCEARIA;SECA DOCE;SALGADINHOS E SNACKS;BATATA CHIPS;NACIONAL;FRITA;ATE 200G
256946;BATATA FRITA AMPM 50G TRADICIONAL LIS;7898906836761;1;GERAL;MERCEARIA;SECA DOCE;SALGADINHOS E SNACKS;BATATA CHIPS;NACIONAL;FRITA;ATE 200G
256947;CALCA JEANS INF MASC CROCKER 05;01259032;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256948;BEB ENERG LT MOOD 269ML BLUEBERRY;7898906836907;1;GERAL;MERCEARIA;BEBIDAS;BEBIDA ENERGETICA;LATA;ATE 310ML;TRADICIONAL;TRADICIONAL
256949;BEB ENERG LT MOOD 269ML GREEN APPLE;7898558340173;1;GERAL;MERCEARIA;BEBIDAS;BEBIDA ENERGETICA;LATA;ATE 310ML;TRADICIONAL;TRADICIONAL
256949;BEB ENERG LT MOOD 269ML GREEN APPLE;7898945061322;1;GERAL;MERCEARIA;BEBIDAS;BEBIDA ENERGETICA;LATA;ATE 310ML;TRADICIONAL;TRADICIONAL
256950;CALCA JEANS INF MASC CROCKER 03;01259056;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256951;BEB ENERG LT MOOD 269ML LIME;7898558340180;1;GERAL;MERCEARIA;BEBIDAS;BEBIDA ENERGETICA;LATA;ATE 310ML;TRADICIONAL;TRADICIONAL
256951;BEB ENERG LT MOOD 269ML LIME;7898945061315;1;GERAL;MERCEARIA;BEBIDAS;BEBIDA ENERGETICA;LATA;ATE 310ML;TRADICIONAL;TRADICIONAL
256952;BEB ENERG LT MOOD 269ML ORIG;7898945061292;1;GERAL;MERCEARIA;BEBIDAS;BEBIDA ENERGETICA;LATA;ATE 310ML;TRADICIONAL;TRADICIONAL
256953;BEB ENERG LT MOOD 269ML ZERO ACUCAR;7898558340227;1;GERAL;MERCEARIA;BEBIDAS;BEBIDA ENERGETICA;LATA;ATE 310ML;TRADICIONAL;TRADICIONAL
256953;BEB ENERG LT MOOD 269ML ZERO ACUCAR;7898945061308;1;GERAL;MERCEARIA;BEBIDAS;BEBIDA ENERGETICA;LATA;ATE 310ML;TRADICIONAL;TRADICIONAL
256954;CONF BIBS 40G CHOC BCO;7891330009190;1;GERAL;MERCEARIA;SECA DOCE;CHOCOLATES;CONFEITOS;CONFEITOS;CONFEITOS;CONFEITOS
256956;CONF BIBS 40G AMENDOIM;7891330015139;1;GERAL;MERCEARIA;SECA DOCE;CHOCOLATES;CONFEITOS;CONFEITOS;CONFEITOS;CONFEITOS
256958;CONF BIBS 40G AO LEITE;7891330009176;1;GERAL;MERCEARIA;SECA DOCE;CHOCOLATES;CONFEITOS;CONFEITOS;CONFEITOS;CONFEITOS
224429;LATA OLEO NEXT 500ML METALI 244/003;7891234005205;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
256960;CALCA JEANS JUV FEM CROCKER 16;01259131;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256961;AGUA COCO CX AMPM 330ML;7898906836921;1;GERAL;MERCEARIA;BEBIDAS;HIDRATACAO;AGUA COCO;SABORIZADA;DE 251ML A 500ML;DE 251ML A 500ML
256963;CALCA JEANS JUV MASC CROCKER 08;01259148;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256964;MASSA LASANHA BARILLA 250G BOLOGNES;8076809542517;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;LASANHA;TRADICIONAL;TRADICIONAL;TRADICIONAL
256965;FONE I2GO 1,2MT;7756509000050;1;GERAL;NAO ALIMENTAR;ELETRO;TELEFONIA;ACESSORIOS;FONE OUVIDO;FONE OUVIDO;FONE OUVIDO
256966;CALCA JEANS JUV MASC CROCKER 10;01259155;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256967;CALCA JEANS JUV MASC CROCKER 14;01259179;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256968;CABO USB I2GO IPHONE 5 1,2MT LIGHTING;7756509000074;1;GERAL;NAO ALIMENTAR;ELETRO;INFORMATICA;ACESSORIOS;OUTROS;OUTROS;OUTROS
256969;CABO MICRO USB I2GO 1,2MT;7756509000043;1;GERAL;NAO ALIMENTAR;ELETRO;INFORMATICA;ACESSORIOS;OUTROS;OUTROS;OUTROS
256970;CARREGADOR USB I2GO AUTOMOTIVO;7756509000012;1;GERAL;NAO ALIMENTAR;ELETRO;TELEFONIA;ACESSORIOS;CARREGADOR;CARREGADOR;CARREGADOR
256972;CANETA I2GO TOUCH;7756509000067;1;GERAL;NAO ALIMENTAR;BAZAR;PAPELARIA;ESCRITA;CANETAS;ESFEROGRAFICA;ESFEROGRAFICA
256973;CALCA JEANS FEM CROCKER 40 SKINNY;01259193;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256974;CALCA JEANS FEM CROCKER 42 SKINNY;01259209;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256975;CALCA JEANS FEM CROCKER 44 SKINNY;01259216;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256976;PORTA CELULAR I2GO AUTOMOTIVO;7756509000227;1;GERAL;NAO ALIMENTAR;ELETRO;TELEFONIA;FIXA;FIXA;FIXA;FIXA
256977;CARREGADOR USB I2GO S/CABO;7756509000029;1;GERAL;NAO ALIMENTAR;ELETRO;TELEFONIA;ACESSORIOS;CARREGADOR;CARREGADOR;CARREGADOR
256978;CALCA JEANS FEM CROCKER 46 SKINNY;01259223;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256979;CALCA JEANS FEM CROCKER 40 C/BAIXO;01259278;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256980;CABO MICRO USB I2GO 1,2MT;7756509000036;1;GERAL;NAO ALIMENTAR;ELETRO;INFORMATICA;ACESSORIOS;OUTROS;OUTROS;OUTROS
256981;CALCA JEANS FEM CROCKER 42 C/BAIXO;01259292;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256982;CALCA JEANS FEM CROCKER 44 C/BAIXO;01259308;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256983;CALCA JEANS MASC CROCKER 40 CONFORT;01259339;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256984;SUCO LIQ LT AMPM 335ML GOIABA;7898906836891;1;GERAL;MERCEARIA;BEBIDAS;SUCO E AFINS;CONCENTRADO;ATE 999ML;ATE 999ML;ATE 999ML
256985;CALCA JEANS MASC CROCKER 42 CONFORT;01259346;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256986;CALCA JEANS MASC CROCKER 44 CONFORT;01259353;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256987;BQ OVO SURPRESA CANDY CARROS;7898486475954;1;GERAL;NAO ALIMENTAR;BAZAR;BRINQUEDOS;DIVERSOS;DIVERSOS;DIVERSOS;DIVERSOS
256997;CALCA JEANS FEM CROCKER 40 CONFORT;01259391;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256998;CALCA JEANS FEM CROCKER 42 CONFORT;01259407;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256999;CALCA JEANS FEM CROCKER 44 CONFORT;01259414;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257000;CALCA JEANS FEM CROCKER 38 SKINNY;01259438;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257001;CALCA JEANS FEM CROCKER 42 SKINNY;01259452;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257002;CALCA JEANS FEM CROCKER 44 SKINNY;01259469;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257003;CALCA JEANS FEM CROCKER 44 SKINNY;01259513;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257004;CALCA JEANS FEM CROCKER 42 SKINNY;01259506;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257005;CALCA JEANS FEM CROCKER 40 SKINNY;01259483;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257006;CALCA JEANS FEM CROCKER 38 SKINNY;01259476;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
